,ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
8135,2040-04-10,38,27863,529,0,3,16,14724,36,1,0,0,278,0.199932324755492,3,1,0.0972621996789633,0,3,0,33,3,7882,2833,156668,13821,2321.9166666666665,0.8999863847421908,3,142847,0.235224,0.2399031399239002,577.5896425646016,0.3684842160131795,0,50.0
14029,2056-05-30,57,132636,702,0,2,37,14967,36,0,0,3,315,0.310746520911411,4,1,0.5026552094972059,0,4,0,22,3,8522,159,14050,11006,11053.0,0.9641556385697054,3,3044,0.148967,0.1518455776053406,520.1896907959116,0.0755622628061079,1,40.0
15490,2060-05-30,26,22068,605,0,1,1,17081,72,1,4,3,739,0.3747373195298728,4,0,0.0403744876155006,0,3,0,27,4,2640,52,53055,50874,1839.0,0.9058597983400642,4,2181,0.2295809999999999,0.2068875698413483,415.9861921306066,0.6280512192118578,0,52.0
565,2019-07-20,35,125795,540,0,1,13,14743,84,2,4,3,714,0.0991859636565714,2,1,0.0885696447574809,0,3,1,24,25,1365,3438,16813,94261,10482.916666666666,0.9225072637958084,8,5729,0.269743,0.2756210896474135,397.6542430623069,0.1060443651714908,1,42.400000000000006
11257,2048-10-27,40,48197,569,0,3,18,40611,24,1,3,3,362,0.299847794159404,0,1,0.5686095052753616,0,0,0,27,9,11267,2316,134039,24234,4016.4166666666665,0.8543678834479977,5,109805,0.231111,0.2352307837904571,2137.493426942908,0.6223192547941758,0,56.0
17590,2066-02-28,53,74299,685,0,4,33,8306,24,1,1,0,598,0.2062451920709659,4,3,0.1399845926103225,0,1,0,18,24,4806,401,114786,12089,6191.583333333333,0.7783473636175534,5,102697,0.140806,0.1315277617956967,395.4786794308167,0.1604563204507436,1,32.0
17036,2064-08-23,42,28814,613,0,1,19,44160,60,1,1,0,508,0.3179884645945014,4,1,0.277516392095276,0,4,0,25,5,7661,799,52527,35598,2401.1666666666665,0.7424928921615302,7,16929,0.24266,0.2758412944359034,1363.899874101141,0.7795793187066598,0,53.0
15141,2059-06-16,27,105143,516,1,3,4,22071,96,2,2,0,422,0.3822632535125316,5,3,0.4841823231567931,0,0,0,20,8,8189,1519,76780,12413,8761.916666666666,0.9020247385441856,4,64367,0.299071,0.2951689178783219,601.2236986313532,0.1167808069350906,0,57.0
17764,2066-08-21,50,85089,582,0,1,23,13895,84,1,2,0,693,0.2031732057527966,0,2,0.4179050567248089,0,1,0,32,12,547,656,117313,133521,7090.75,0.908255149241874,2,10647,0.247895,0.2359447537337714,339.3160886751221,0.1455863045058875,1,44.0
16151,2062-03-22,53,37693,558,0,3,31,23431,12,2,0,0,334,0.2403077586501932,2,0,0.1863024275615749,0,0,0,25,17,1702,757,54652,6434,3141.083333333333,0.9525878387896216,4,48218,0.209431,0.2209580070009096,2194.090372097174,0.8048466416885387,0,51.0
15760,2061-02-24,48,74278,656,0,1,27,32542,96,2,1,0,328,0.0582681956506281,1,0,0.5835687019717584,0,2,0,18,8,2680,2761,79898,84746,6189.833333333333,0.7606345834394316,7,4588,0.239542,0.2003809437944729,682.6323123981887,0.1632729441931428,0,52.0
7409,2038-04-15,54,140349,627,0,1,33,53227,36,2,2,0,188,0.2373765310979318,2,2,0.395298033497204,0,0,0,26,23,4327,1071,68888,6581,11695.75,0.9072899445892516,8,62307,0.224727,0.2313649098761064,2064.1908072514825,0.1925648895753998,1,37.6
1039,2020-11-05,52,96889,588,0,3,29,14491,60,0,2,0,250,0.1682736195186762,4,0,0.1821476673292208,0,3,0,22,4,901,720,27707,30931,8074.083333333333,0.9022001696882674,5,2484,0.225491,0.2405392974636385,417.3303265851837,0.0826509089682234,0,51.0
2329,2024-05-18,50,74594,601,0,3,28,52329,36,1,0,2,804,0.1591640294669801,1,1,0.3847458142724808,0,1,0,26,11,3280,597,15404,21071,6216.166666666667,0.9201639617503858,2,8428,0.2368289999999999,0.217167024154526,1990.8071243275583,0.4496029907489972,0,50.0
8122,2040-03-28,45,39196,576,0,3,21,21286,48,3,0,2,474,0.4507166452524639,3,0,0.6105858290649376,0,1,0,28,10,4068,568,63280,1981,3266.333333333333,0.9511789374191078,8,61299,0.228286,0.2494652782763911,705.1479521858137,0.361000495617659,0,58.0
7759,2039-03-31,24,50344,535,0,4,0,20937,60,2,3,1,181,0.5299179904789211,2,3,0.3198669367230604,0,0,0,19,2,5430,591,107764,30686,4195.333333333333,0.6592751088548355,6,77078,0.258437,0.2095896507799042,565.9330085823998,0.1780390136458922,0,57.0
9066,2042-10-28,29,43817,592,0,3,9,13587,36,0,1,0,502,0.2468464781537766,1,0,0.3755496988051872,0,0,0,28,13,2820,487,8169,51100,3651.4166666666665,0.7453399156012832,7,9671,0.202587,0.1905706261521216,498.4374253901765,0.2739861036739648,0,55.0
15985,2061-10-07,50,39977,596,0,3,25,33084,60,2,1,3,654,0.1943748954475599,2,1,0.4716675523423498,0,1,0,38,17,1882,614,105159,64476,3331.4166666666665,0.5319463346865456,6,40683,0.240084,0.2861731043581888,1042.4533520866194,0.5092288121929968,0,56.0
18319,2068-02-27,25,58343,485,0,0,2,27924,12,0,1,0,259,0.3829084521450429,6,1,0.6632090915384138,0,3,1,24,11,850,2784,14995,45445,4861.916666666667,0.9472211230858938,4,10677,0.250424,0.2202106110308438,2613.812507658321,0.5908806556382059,0,64.0
6136,2034-10-20,53,24864,628,0,3,30,21213,96,1,0,3,392,0.0303901539680181,2,0,0.7059375380576861,0,0,0,23,21,1310,119,43473,14355,2072.0,0.7545574576710324,6,29118,0.242213,0.2434309813546603,503.5662491187238,0.4322230932040173,0,56.0
18187,2067-10-18,43,93763,522,0,0,18,8495,24,1,1,0,577,0.382217522994189,3,2,0.3076989077596603,0,2,0,25,27,2127,4746,42276,17999,7813.583333333333,0.7617101182996141,9,24277,0.222495,0.2202869708200449,440.8253194310755,0.1302635776710739,1,42.400000000000006
9652,2044-06-05,42,42699,570,0,1,19,29180,48,0,0,3,613,0.2842371699809508,8,1,0.1269097199997419,0,1,0,27,1,18624,639,22819,14080,3558.25,0.742004033148695,4,8739,0.23918,0.2176021973554713,915.5530363729677,0.4295800003858547,0,55.0
10752,2047-06-10,18,56537,598,1,0,0,18198,60,0,0,3,487,0.1188817142725646,1,0,0.122562101134891,0,1,0,26,13,2873,242,132476,16815,4711.416666666667,0.8154751146380474,6,115661,0.224198,0.2085517964121529,490.8356990823957,0.2075460033073694,0,48.0
12996,2053-08-01,39,30360,497,0,0,16,13129,72,1,2,3,477,0.1332850062157681,3,2,0.3306639408685397,0,3,0,24,21,7748,1834,288229,10017,2530.0,0.8492942833204722,10,278212,0.279629,0.2237032,332.7730024240494,0.3200683804047626,1,38.400000000000006
7217,2037-10-05,58,74988,634,0,1,35,9793,36,2,1,0,836,0.1865352021686911,4,2,0.4038210828724972,0,3,0,31,14,3715,861,130021,20806,6249.0,0.7298001423460347,9,109215,0.177793,0.1620647570190163,345.2919312213867,0.1890369549082071,1,38.400000000000006
12321,2051-09-26,49,65520,590,0,3,26,44173,108,1,0,3,535,0.2733435024338827,2,1,0.3386512252630296,0,2,0,22,9,4532,1016,85064,23663,5460.0,0.8600951798420101,4,61401,0.294173,0.313052143820705,1228.481718825458,0.3229819997848824,0,53.0
7,2018-01-08,49,97345,516,0,3,23,19634,12,0,5,0,288,0.2097675831677214,5,0,0.3955676351247315,0,4,0,19,11,781,74,50177,11556,8112.083333333333,0.9334924144306608,5,38621,0.226634,0.2091129420982145,1827.3600549751063,0.2607665587313296,1,42.400000000000006
1024,2020-10-21,60,70618,627,0,4,40,37900,36,0,5,0,224,0.1211025722302008,2,0,0.047184972042765,0,0,0,25,19,2551,3579,246583,16513,5884.833333333333,0.6579121972289635,4,230070,0.2094,0.2334251456405416,1473.8729235965266,0.2885167391197473,0,42.0
19430,2071-03-14,63,110260,542,0,1,44,42180,36,2,3,0,264,0.2011384673365321,0,2,0.2594798739784063,0,1,0,20,5,418,620,70155,39870,9188.333333333334,0.9514846531220515,8,30285,0.2561799999999999,0.2677700268752757,1716.9653238391832,0.2155957181758588,0,53.0
11002,2048-02-15,53,69701,623,0,0,33,39820,60,0,0,0,543,0.2294184487743623,1,1,0.5741070346535032,0,0,0,21,8,4929,1802,205213,65486,5808.416666666667,0.934823413300354,9,139727,0.23332,0.2320236112608802,1127.1790403679308,0.28754463328238,0,52.0
5684,2033-07-25,33,30461,555,0,3,11,21681,36,2,1,0,587,0.5761932221097132,7,3,0.1248472277180702,0,2,0,21,12,1377,766,103708,12051,2538.4166666666665,0.668781844906092,4,91657,0.229181,0.237511044701449,847.7766989379276,0.5652250545699462,0,50.0
9027,2042-09-19,52,30548,527,0,4,30,29114,72,0,0,0,807,0.1654011578002542,4,1,0.5932069891822069,0,3,0,19,22,1723,237,48116,7724,2545.6666666666665,0.7252105034111705,4,40392,0.280614,0.2978324056828942,871.8060791887563,0.6594760033476849,0,58.0
8906,2042-05-21,48,44758,591,0,1,24,21440,60,3,0,0,348,0.2678776384954727,3,1,0.1710552002937079,0,1,0,24,7,12848,4330,395225,5525,3729.8333333333335,0.6248221004392013,4,389700,0.2309399999999999,0.2564632031500464,637.4421483410242,0.2642054108783299,0,46.0
17939,2067-02-12,44,19535,582,0,1,21,14379,48,2,0,3,487,0.2781070372249393,2,3,0.1696778632186348,0,3,0,20,5,5245,2421,137793,17134,1627.9166666666667,0.7812486142861801,8,120659,0.218379,0.1917566301792258,431.2678002651148,0.5640754339995586,0,50.0
4735,2030-12-19,51,48365,514,0,4,27,11093,60,2,1,0,771,0.5755790255694482,2,0,0.50411130859008,0,3,0,16,24,4127,262,34062,46057,4030.4166666666665,0.8372200758295794,8,2824,0.259093,0.2440930944232271,321.76394661409705,0.2711292744623005,0,60.0
86,2018-03-28,50,60992,663,0,1,30,24642,48,2,0,3,664,0.2526376838731083,0,0,0.0555881712831942,0,3,0,28,17,4726,1723,52202,13350,5082.666666666667,0.9171479632528536,4,38852,0.188142,0.2164492880291759,771.6304125662359,0.2824561409823392,0,44.0
7764,2039-04-05,57,28987,547,1,1,33,52879,48,2,5,3,396,0.5311929217104594,2,1,0.4297004871536243,0,3,0,21,9,4919,788,95029,1924,2415.583333333333,0.8206669218364483,3,93105,0.274379,0.2666647733787424,1802.821995845582,0.910265427610549,0,61.0
7133,2037-07-13,41,25729,617,1,2,23,13373,60,2,1,0,372,0.1985870123221472,3,2,0.3687107201475808,0,3,0,19,14,14449,866,70474,12795,2144.083333333333,0.9097740937899822,4,57679,0.209873,0.1905284286585035,347.29194233222,0.3354776053475315,0,53.0
16700,2063-09-22,59,65781,645,0,1,37,12310,24,3,3,1,125,0.3934332024885679,5,1,0.1631700797183022,0,2,0,19,25,13607,943,39989,102411,5481.75,0.8476781100841497,4,2312,0.1648099999999999,0.1600356392779836,602.756853101176,0.1327599494871484,1,37.6
18588,2068-11-22,25,40300,578,0,3,1,42746,60,1,1,0,248,0.2118505722116198,1,0,0.1830581977730741,0,2,0,27,1,2964,1168,91527,64825,3358.333333333333,0.7543771519486869,8,26702,0.258746,0.2291571151136623,1202.960717639263,0.4320478563690113,0,55.0
14069,2056-07-09,29,30115,466,0,0,10,15631,60,1,1,3,298,0.6749365648230883,2,2,0.2304513061016956,0,1,0,24,10,1195,1119,95443,60387,2509.583333333333,0.9168005617572156,2,35056,0.287631,0.3056983199038675,511.2006213318216,0.3224442123852518,0,55.0
6983,2037-02-13,31,83800,481,0,3,9,38571,36,1,2,0,272,0.2250614913948353,2,3,0.2569145153958392,0,2,0,28,26,2504,508,54288,33107,6983.333333333333,0.3624512873727913,5,21181,0.2830709999999999,0.3004782392563361,1638.4102627576651,0.2735671020655368,0,51.0
14989,2059-01-15,36,65895,591,0,4,15,42675,24,1,0,3,687,0.440455203450583,4,1,0.4397006212173029,0,2,0,24,18,678,770,231706,7171,5491.25,0.883301777963375,4,224535,0.2221749999999999,0.2666099999999999,2313.3484638131627,0.5463871548032165,0,53.0
19829,2072-04-16,33,41554,524,1,0,12,22995,120,2,3,0,192,0.4285682600135949,4,0,0.0754125847788398,0,3,0,27,16,1286,1203,74088,36319,3462.833333333333,0.668632469997778,5,37769,0.315995,0.2742154798080647,562.8684846254807,0.2179915727849489,0,55.0
6307,2035-04-09,50,36654,492,1,3,26,28412,48,2,3,0,329,0.2330595330535905,2,2,0.1502934809607047,0,3,0,27,16,14639,607,77882,44300,3054.5,0.8725112508295154,1,33582,0.277412,0.2560156735218253,951.61819245862,0.4192562424156556,0,54.0
5549,2033-03-12,55,129534,581,0,1,31,31117,84,1,0,1,485,0.0587174345002188,3,2,0.2059380435208884,0,1,0,32,9,1507,3234,15161,45585,10794.5,0.9438227604398884,6,9649,0.265617,0.2359080430875564,759.8056760035718,0.1153185118350615,1,40.0
13092,2053-11-05,45,33734,615,0,1,24,46668,60,2,4,2,264,0.5293098707880282,4,0,0.3444726932478659,0,3,0,21,23,2209,621,142031,50507,2811.1666666666665,0.961355506011516,6,91524,0.244168,0.2771245779449668,1444.961725793525,0.6079190344910862,0,51.0
13851,2055-12-04,37,29755,536,0,3,14,15819,48,2,1,0,211,0.4537006153944846,2,2,0.1640416354589556,0,3,0,19,5,3678,1662,99674,21028,2479.583333333333,0.9185868347744724,6,78646,0.242819,0.2890356815132619,559.5355040251777,0.3107520096891995,0,53.0
3724,2028-03-13,32,28739,493,0,1,7,13958,36,1,0,0,462,0.5701617764940174,6,0,0.3524961293411373,0,2,0,29,16,1570,1995,442697,20807,2394.9166666666665,0.8608335637541755,5,421890,0.2524579999999999,0.2019664,520.1288528506594,0.4100889465259025,1,40.8
2471,2024-10-07,68,80867,633,0,1,46,35215,36,2,0,1,590,0.1568292723988534,1,0,0.1450075333276181,0,3,0,34,20,2624,652,58535,2867,6738.916666666667,0.8585777471285978,10,55668,0.203715,0.2130536959003675,1332.2552023528776,0.2852469168911241,0,43.0
19707,2071-12-16,52,85884,643,0,1,33,27777,120,1,0,0,189,0.2793627024267284,3,0,0.4648777645532796,0,4,0,22,17,2177,595,85847,9121,7157.0,0.8318288406347969,9,76726,0.261277,0.2644062547797125,660.3323321916965,0.1186715568243253,0,50.0
18017,2067-05-01,18,99127,449,0,4,0,59474,60,1,0,3,446,0.5389215179499148,2,2,0.2010092539463085,0,1,0,19,3,2910,434,11883,15412,8260.583333333334,0.6951279556154621,6,5156,0.339974,0.3558008360846165,2132.886157342403,0.3121917730599012,0,55.0
16448,2063-01-13,40,75117,565,1,3,16,36369,48,2,2,1,190,0.0597756619655351,2,1,0.1846955105158443,0,2,0,16,13,1762,1330,22442,8857,6259.75,0.981954125279766,4,13585,0.2488689999999999,0.2787185918700853,1264.872470941996,0.2324170247920437,0,52.0
12361,2051-11-05,51,69280,597,0,1,28,19840,12,1,2,1,847,0.1515771247797764,2,0,0.4230482891679608,0,1,0,29,10,3527,110,116863,16446,5773.333333333333,0.8164934312496099,5,100417,0.18634,0.209420507691458,1846.8255260670448,0.4665979548614974,0,51.0
15083,2059-04-19,41,36144,531,0,3,16,14315,60,1,0,3,255,0.1044357196262064,5,2,0.5181239819368054,0,4,0,31,6,5366,411,239645,79764,3012.0,0.8013365244486298,3,159881,0.253815,0.2459671395179108,416.7864172991704,0.2230366591298706,0,56.0
3683,2028-02-01,54,32626,529,0,3,33,9996,96,1,4,2,529,0.148420020301846,6,0,0.1649373465528596,0,3,0,27,12,5918,5726,129322,26731,2718.833333333333,0.8610622923601249,10,102591,0.280496,0.3204836337909906,290.0637445471151,0.30125559169268,0,46.0
17849,2066-11-14,22,41750,544,0,1,1,14191,60,1,0,3,902,0.3183791951947091,1,1,0.2006548440450707,0,0,0,24,18,940,923,15586,86136,3479.1666666666665,0.7363928256040098,6,3249,0.247191,0.2354338950673545,404.49379160752113,0.3755191736356947,0,53.0
9373,2043-08-31,43,23588,581,0,3,24,14936,60,1,1,0,246,0.6470256338216119,4,3,0.4909466727296725,0,1,0,31,19,8638,1111,30005,47883,1965.6666666666667,0.5419250973136902,11,8296,0.229436,0.1868012860369534,384.82400074482285,0.3209211467245155,0,60.0
9238,2043-04-18,29,27902,568,0,4,4,52674,84,2,4,0,357,0.3161285983881716,0,1,0.6862561848753008,0,0,0,27,23,1192,386,10120,10819,2325.1666666666665,0.8945751856852289,7,2273,0.293674,0.2593393992306289,1364.879095995994,0.7405400742581869,0,60.0
16488,2063-02-22,54,59389,541,0,4,30,15201,84,0,2,0,761,0.3160213397643753,4,0,0.2615975941996231,0,0,1,26,20,17164,565,248014,9303,4949.083333333333,0.7817345178534395,6,238711,0.2697009999999999,0.2540091756847602,388.66730275462953,0.2322990390990849,1,43.2
2446,2024-09-12,43,42033,623,0,1,22,26444,12,1,2,2,272,0.2945756643354948,4,0,0.2585229945207112,0,1,0,29,19,1869,1767,32154,5710,3502.75,0.642625545592786,8,26444,0.179944,0.1652330865122403,2405.840285698937,0.764496548625776,0,50.0
4955,2031-07-27,23,45278,501,1,3,3,49227,48,1,0,0,611,0.1653051570583008,3,0,0.0439605456608835,0,0,0,20,15,1392,7803,30975,20540,3773.1666666666665,0.6864245562705606,3,10435,0.2937269999999999,0.3228238855796551,1838.4069598613287,0.649164793461194,0,53.0
60,2018-03-02,34,15000,607,0,4,11,26412,96,1,1,2,468,0.0312666074670237,1,2,0.3501123923122793,0,3,0,18,22,2232,2085,234374,11163,1250.0,0.8258669004979884,6,223211,0.257912,0.2764505169969469,685.4486806693817,0.9227589445355052,0,48.0
2178,2023-12-19,64,30308,604,0,3,42,20835,96,2,4,0,362,0.1823015389318983,6,0,0.2910667843975345,0,1,0,25,23,2033,482,45640,4359,2525.6666666666665,0.6705204091074453,4,41281,0.253835,0.2180635367172584,460.3133243026296,0.3255826808641796,0,49.0
4615,2030-08-21,36,17430,537,0,3,16,23147,36,1,4,3,403,0.1909453464892566,2,1,0.2766079095561333,0,0,0,27,4,2273,3346,78462,5298,1452.5,0.8237274148214231,2,73164,0.239647,0.2355995922875961,902.783437683902,0.8989903185431338,0,54.0
898,2020-06-17,54,66964,592,0,0,29,36730,36,2,1,3,352,0.3216328188469825,5,0,0.0421482879958952,0,1,0,21,4,18222,372,130469,20705,5580.333333333333,0.7786535392119431,5,109764,0.22573,0.2018419624253869,1368.4680764563873,0.3083091947535489,0,49.0
17936,2067-02-09,57,55170,487,0,1,32,41952,48,1,3,3,621,0.0230350542645163,0,0,0.3494619021803939,0,0,0,29,3,2059,1880,47709,110948,4597.5,0.9152500258375232,2,10340,0.293452,0.3229043346716295,1566.9182896082334,0.4758930483106544,0,56.0
9351,2043-08-09,45,37291,538,0,2,23,17176,48,1,0,3,446,0.1256181591003974,2,1,0.4852095271114731,0,0,0,18,20,3370,4666,28925,44089,3107.583333333333,0.808182374597329,8,7549,0.243176,0.2537448822806826,573.100231624498,0.3279397918933248,0,56.0
8583,2041-07-02,47,23271,553,0,1,20,11042,24,1,1,3,708,0.3251241477808779,3,2,0.1494681279377623,0,0,0,29,23,9185,705,211315,13480,1939.25,0.8613233061034827,4,197835,0.2095419999999999,0.1862821653278124,554.619455765898,0.6510864797039567,0,48.0
16121,2062-02-20,25,79491,590,0,1,1,47332,96,1,2,0,348,0.182490770461723,3,0,0.218404080102937,0,1,0,28,22,1017,806,88975,12018,6624.25,0.9054904164502682,4,76957,0.287332,0.3447984,1455.9585411140265,0.272326458257769,0,49.0
12691,2052-09-30,41,35886,600,0,3,18,21350,60,0,1,3,248,0.1353269097982616,2,1,0.1819454316498383,0,3,0,25,2,9896,906,187045,9107,2990.5,0.8104988311208016,6,177938,0.22635,0.18108,543.4048069404344,0.2646396278015162,0,47.0
5169,2032-02-26,26,51543,584,0,4,4,18711,72,2,0,0,416,0.6057456716840285,2,0,0.2696000347023984,0,3,1,25,15,6811,6352,59264,9708,4295.25,0.9352507931433623,4,49556,0.241711,0.222857065928132,473.313359721265,0.2070457737550235,0,60.0
18835,2069-07-27,39,74154,575,0,4,19,13572,60,1,0,1,490,0.4562320834861935,4,0,0.3878541566956698,0,3,0,17,15,9429,1711,137916,22062,6179.5,0.8184612261984369,4,115854,0.231072,0.2499440322452852,398.3116297931873,0.1437513762914778,1,40.8
8517,2041-04-27,55,95752,597,1,4,31,32519,36,1,2,0,336,0.3945820504960214,0,0,0.1287256515030807,0,3,0,21,19,972,597,18629,9588,7979.333333333333,0.8521351546489114,4,9041,0.219019,0.2209402102974229,1243.497626905386,0.1979485705036409,1,41.6
19679,2071-11-18,65,68979,557,0,3,40,22466,60,2,0,0,174,0.087601008433328,6,0,0.1679141516219367,0,2,0,27,15,624,5475,33787,13971,5748.25,0.8260832645393932,5,19816,0.2489659999999999,0.2337212909538208,638.1396331602419,0.1412846750159165,0,49.0
4100,2029-03-24,21,59802,604,0,3,0,13757,96,2,4,0,269,0.3170458662327723,2,1,0.1907036031414026,0,3,0,26,15,697,113,157559,10935,4983.5,0.9157216249078391,5,146624,0.246757,0.2552394817279977,337.33801357793624,0.121669110781165,0,43.0
5529,2033-02-20,38,24212,585,0,3,15,28085,120,0,2,0,323,0.3798060439036301,5,2,0.3082219840493942,0,0,0,29,3,9860,215,47094,1940,2017.6666666666667,0.8255343831090836,8,45154,0.290585,0.3017362261731297,743.9751685828194,0.5288163729966063,0,59.0
10924,2047-11-29,40,127111,547,0,4,18,18996,72,2,3,0,538,0.527780032118979,2,1,0.4380332787721642,0,0,1,19,17,6877,1275,31128,32885,10592.583333333334,0.8409036292600759,2,6772,0.260496,0.2577726469586577,520.7958497300617,0.099956338922365,1,48.8
9725,2044-08-17,36,40930,553,0,1,14,23647,108,2,4,0,239,0.0924870399792955,2,1,0.5948922932537236,0,0,0,23,21,8781,1417,171164,22199,3410.833333333333,0.617698485667623,5,148965,0.292147,0.2951250705085173,627.0368700564459,0.253907706833065,0,54.0
6641,2036-03-08,61,131236,661,0,1,38,34223,60,1,1,2,329,0.5961983832205532,3,0,0.1381872840095501,0,3,0,29,2,725,3094,97652,8767,10936.333333333334,0.754635770752689,4,88885,0.208723,0.2149734767416048,935.4473983739704,0.1156189519681158,1,36.0
1077,2020-12-13,34,72122,572,0,1,11,20620,60,1,3,3,411,0.2042954924852391,4,1,0.5193074391897599,0,2,0,27,16,6162,2892,68107,2669,6010.166666666667,0.7771690352064958,1,65438,0.23962,0.2490220992892888,604.0426973857957,0.1688876122213686,0,56.0
18170,2067-10-01,45,133287,552,0,0,23,39446,48,2,0,2,302,0.1865666161029645,4,0,0.2632091425171888,0,0,0,32,27,2735,802,26451,31756,11107.25,0.7961972455247726,5,2948,0.258446,0.2567699048542665,1322.8544397528922,0.1462877345655218,1,39.2
10762,2047-06-20,36,21480,589,0,4,13,10757,96,2,0,1,373,0.5902299408237064,7,2,0.2705584126444446,0,3,0,28,17,933,540,182352,9668,1790.0,0.887545935423292,3,172684,0.251257,0.2517932269271246,261.3060615914837,0.3543609282633987,0,51.0
3057,2026-05-16,42,22919,558,0,3,22,30933,36,1,1,3,513,0.2804447458852406,3,1,0.1011471796546492,0,0,0,26,11,11333,1204,20227,75687,1909.9166666666667,0.8258811208476633,6,9552,0.2369329999999999,0.2421432965211998,1217.073603040422,0.9058372196206232,0,52.0
17992,2067-04-06,34,30865,469,0,4,14,20082,36,0,2,0,621,0.2003207138169343,0,2,0.637750484818017,0,4,0,19,2,1187,386,79800,14743,2572.083333333333,0.6409760089629166,5,65057,0.270582,0.2976566352026082,849.9370723745521,0.5718854647171432,0,61.0
